SpecficityAg,SpecficityAgU_1,SpecficityAgU_2
0.985422740524781,0.893412406247613,0.985844188370585
0.96551724137931,0.920708948946547,0.983063730703447
1,0.959579243411256,0.998564007846631
0.995305164319249,0.958070265813906,0.998654629643558
